Uncleaned Order Data
//ord_09004//Tanvi Gupta-161BTM Layout//Anil Gupta*Burger+1+/7/1/2023//Online Payment//Delivered+On Time Delivery
"//ord_15001//Deepak Sharma-197HSR Layout//Manoj Singh*Butter Naan+4+/10/8/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_84580//Aryan Shah-113Jayanagar//Siddharth Singh*Fish Biryani+2+/12/8/2023//Credit Card//Cancelled+Delayed Delivery
//ord_84679//Deepak Sharma-197HSR Layout//Anil Gupta*Fish Curry+1+/12/21/2023//Online Payment//Delivered+Good Service
"//ord_84778//Rahul Sharma-215MG Road//Rajesh Kumar*Pasta+2+/5/22/2023//Credit Card//Delivered+Fast delivery, fresh food"
//ord_84877//Nisha Gupta-116Koramangala//Not Assigned*Hakka Noodles+1+/10/17/2023//UPI//Cancelled+High Delivery Fees
//ord_84976//Reenu Raj-129Malleswaram//Manoj Singh*Veg Biryani+2+/10/28/2023//Online Payment//Delivered+Good Service
"//ord_85075//Rakesh Sharma-213Malleswaram//Ananya Reddy*Masala Dosa+4+/5/22/2023//UPI//Delivered+Fast delivery, fresh food"
"//ord_85174//Arpana P -286Jayanagar//Anil Gupta*Pav Bhaji+2+/3/23/2022//COD//Delivered+Fast delivery, fresh food"
//ord_85273//Manohar Joshy-279Marathahalli//Siddharth Singh*Fish Curry+1+/1/20/2023//Online Payment//Delivered+Good Service
"//ord_85372//Prithvi Singhaniya-290HSR Layout//Anil Gupta*Tandoori Chicken+1+/10/27/2023//Online Payment//Delivered+Fast delivery, fresh food"
//ord_85471//Rehana Hussain-203BTM Layout//Rajesh Kumar*Butter Naan+8+/10/6/2022//UPI//Delivered+Good Service
"//ord_85570//Meera Nandhana-153Whitefield//Ravi Tiwari*Pav Bhaji+3+/3/8/2023//Online Payment//Delivered+Fast delivery, fresh food"
//ord_85669//Radha S-178Koramangala//Pooja Sharma*Fish Curry+1+/7/13/2023//Credit Card//Cancelled+Delayed Delivery
"//ord_85768//Prithvi Singhaniya-290HSR Layout//Rajesh Kumar*Pasta+2+/9/5/2023//COD//Delivered+Fast delivery, fresh food"
//ord_85867//Rehana Hussain-203BTM Layout//Siddharth Singh*Burger+2+/8/23/2023//COD//Delivered+Good Service
//ord_85966//Rahul Raj-212Malleswaram//Siddharth Singh*Tandoori Chicken+2+/3/14/2023//Credit Card//Delivered+On Time Delivery
//ord_86065//Kumar Prabhu-205Indiranagar//Siddharth Singh*Tandoori Chicken+1+/4/8/2023//Credit Card//Delivered+On Time Delivery
"//ord_86164//Rakesh Sharma-213Malleswaram//Rajesh Kumar*Fish Curry+2+/6/17/2023//Credit Card//Delivered+Fast delivery, fresh food"
"//ord_86263//Reenu Raj-129Malleswaram//Siddharth Singh*Hakka Noodles+2+/10/11/2023//COD//Delivered+Fast delivery, fresh food"
//ord_86362//Akash Gupta-281Jayanagar//Not Assigned*Hakka Noodles+1+/9/6/2023//Credit Card//Cancelled+Payment Issues
//ord_86461//Nisha Gupta-116Koramangala//Ananya Reddy*Chicken Biryani+2+/2/24/2023//Credit Card//Cancelled+Delayed Delivery
//ord_86560//Karan Sharma-216Marathahalli//Ananya Reddy*Sushi+2+/7/3/2023//Credit Card//Delivered+Good Service
//ord_86659//Akash Gupta-281Jayanagar//Ravi Tiwari*Pizza+3+/3/15/2023//Online Payment//Cancelled+Delayed Delivery
//ord_86758//Nisha Gupta-116Koramangala//Not Assigned*Pav Bhaji+2+/6/9/2023//UPI//Cancelled+Payment Issues
"//ord_86857//Anjali Jain-288Malleswaram//Rajesh Kumar*Sushi+1+/4/28/2023//Online Payment//Delivered+Fast delivery, fresh food"
//ord_86956//Priyanka Singh-242Koramangala//Ravi Tiwari*Chicken Biryani+2+/1/28/2023//UPI//Delivered+Good Service
//ord_87055//Raj Kapoor-218Malleswaram//Manoj Singh*Chicken Fried Rice+2+/12/5/2023//UPI//Delivered+On Time Delivery
//ord_87154//Naveen Kumar-265Koramangala//Not Assigned*Butter Naan+4+/5/12/2023//Credit Card//Cancelled+Payment Issues
"//ord_87253//Shreya Singh-268Marathahalli//Divya Patel*Fish Biryani+2+/6/13/2023//Online Payment//Delivered+Fast delivery, fresh food"
"//ord_87352//Priyanka Singh-242Koramangala//Ravi Tiwari*Butter Chicken+3+/3/15/2023//COD//Delivered+Fast delivery, fresh food"
//ord_87451//Akash Gupta-281Jayanagar//Not Assigned*Butter Chicken+3+/5/30/2023//Credit Card//Cancelled+Payment Issues
//ord_87550//Priya Singh-199Brigade Road//Anil Gupta*Chicken Fried Rice+2+/5/31/2023//Credit Card//Cancelled+Delayed Delivery
"//ord_87649//Raj Kapoor-218Malleswaram//Anil Gupta*Paneer Tikka+1+/10/31/2023//Online Payment//Delivered+Fast delivery, fresh food"
"//ord_87748//Karan Sharma-216Marathahalli//Ravi Tiwari*Chicken Curry+2+/12/15/2023//Online Payment//Delivered+Fast delivery, fresh food"
//ord_87847//Deepak Sharma-197HSR Layout//Not Assigned*Burger+1+/7/30/2023//Online Payment//Cancelled+App Glitch
//ord_87946//Shreya Singh-268Marathahalli//Not Assigned*Samosa+5+/12/14/2023//Online Payment//Cancelled+Payment Issues
//ord_88045//Rahul Sharma-215MG Road//Ananya Reddy*Chicken Fried Rice+2+/2/5/2023//Credit Card//Cancelled+Delayed Delivery
//ord_88144//Priya Singh-199Brigade Road//Not Assigned*Noodles+1+/11/7/2023//UPI//Cancelled+App Glitch
//ord_88243//Nisha Gupta-116Koramangala//Manoj Singh*Chicken Biryani+2+/5/16/2023//Online Payment//Cancelled+Change in Plans
//ord_88342//Rohan Patel-234Indiranagar//Divya Patel*Noodles+1+/11/1/2023//Online Payment//Cancelled+Delayed Delivery
//ord_88441//Nisha Gupta-116Koramangala//Ananya Reddy*Sushi+1+/4/1/2023//Credit Card//Cancelled+Delayed Delivery
//ord_88540//Raj Kapoor-218Malleswaram//Ananya Reddy*Samosa+5+/3/5/2023//COD//Delivered+Good Service
//ord_88639//Rohit Singh-165Indiranagar//Manoj Singh*Pasta+2+/5/28/2023//Online Payment//Delivered+On Time Delivery
//ord_88738//Anika Verma-198Indiranagar//Manoj Singh*Chicken Curry+2+/12/2/2023//UPI//Delivered+On Time Delivery
//ord_88837//Shreya Singh-268Marathahalli//Manoj Singh*Masala Dosa+3+/4/7/2023//Online Payment//Delivered+Good Service
"//ord_88936//Anjali Jain-288Malleswaram//Rajesh Kumar*Noodles+1+/12/30/2023//Credit Card//Delivered+Fast delivery, fresh food"
//ord_89035//Neha Patel-104Whitefield//Not Assigned*Masala Dosa+1+/4/17/2023//Credit Card//Cancelled+App Glitch
//ord_89134//Sneha Jain-226HSR Layout//Manoj Singh*Masala Dosa+1+/6/24/2023//Credit Card//Cancelled+Delayed Delivery
"//ord_89233//Raj Kapoor-218Malleswaram//Ananya Reddy*Butter Chicken+3+/7/11/2023//Online Payment//Delivered+Fast delivery, fresh food"
//ord_89332//Arjun Shah-155MG Road//Anil Gupta*Chicken Biryani+2+/3/4/2023//COD//Delivered+On Time Delivery
//ord_89431//Aryan Shah-113Jayanagar//Manoj Singh*Paneer Tikka+1+/9/19/2023//COD//Delivered+Good Service
//ord_89530//Sneha Jain-226HSR Layout//Siddharth Singh*Chicken Biryani+2+/1/24/2023//Credit Card//Cancelled+Delayed Delivery
"//ord_89629//Arpana P -286Jayanagar//Ravi Tiwari*Chicken Biryani+2+/5/20/2022//COD//Delivered+Fast delivery, fresh food"
//ord_89728//Manohar Joshy-279Marathahalli//Rajesh Kumar*Tandoori Chicken+2+/10/20/2023//Credit Card//Delivered+Good Service
//ord_89827//Neha Patel-104Whitefield//Ananya Reddy*Fish Curry+1+/6/21/2023//COD//Delivered+Good Service
//ord_89926//Rahul Sharma-215MG Road//Not Assigned*Pizza+3+/12/29/2023//UPI//Cancelled+Payment Issues
//ord_90025//Karan Sharma-216Marathahalli//Not Assigned*Fish Biryani+4+/1/3/2023//Online Payment//Cancelled+Payment Issues
//ord_90124//Deepak Sharma-197HSR Layout//Not Assigned*Butter Chicken+3+/12/17/2023//UPI//Cancelled+Payment Issues
"//ord_90223//Alice Jose-275Marathahalli//Divya Patel*Chicken Curry+2+/10/18/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_90322//Ajay Venkat-117Jayanagar//Rajesh Kumar*Hakka Noodles+4+/8/24/2023//COD//Delivered+Good Service
//ord_90421//Ajay Venkat-117Jayanagar//Rajesh Kumar*Butter Chicken+1+/9/5/2023//Online Payment//Delivered+Good Service
"//ord_90520//Vaishnavi M-111Brigade Road//Ananya Reddy*Butter Naan+8+/8/10/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_90619//Shreya Singh-268Marathahalli//Not Assigned*Veg Biryani+2+/9/21/2023//Credit Card//Cancelled+Out of Stock
//ord_90718//Pooja Patel-221BTM Layout//Not Assigned*Fish Curry+1+/1/1/2023//Credit Card//Cancelled+High Delivery Fees
//ord_90817//Shreya Singh-268Marathahalli//Siddharth Singh*Fish Curry+1+/2/4/2023//Credit Card//Cancelled+Delayed Delivery
"//ord_90916//Varun Dhamodar-110HSR Layout//Pooja Sharma*Samosa+6+/11/2/2023//Online Payment//Delivered+Fast delivery, fresh food"
//ord_91015//Varun Dhamodar-110HSR Layout//Divya Patel*Fish Biryani+3+/11/15/2023//Online Payment//Delivered+Good Service
//ord_91114//Nisha Gupta-116Koramangala//Siddharth Singh*Tandoori Chicken+3+/6/23/2023//Credit Card//Cancelled+Delayed Delivery
//ord_91213//Deepak Sharma-197HSR Layout//Pooja Sharma*Butter Chicken+3+/9/30/2023//COD//Delivered+On Time Delivery
//ord_91312//Aryan Shah-113Jayanagar//Not Assigned*Chicken Tikka+1+/7/17/2023//Online Payment//Cancelled+App Glitch
//ord_91411//Aryan Shah-113Jayanagar//Ravi Tiwari*Chicken Fried Rice+2+/11/3/2023//Credit Card//Delivered+Good Service
"//ord_91510//Karan Sharma-216Marathahalli//Pooja Sharma*Pasta+2+/7/2/2023//COD//Delivered+Fast delivery, fresh food"
"//ord_91609//Tanvi Gupta-161BTM Layout//Ravi Tiwari*Pasta+2+/4/24/2023//COD//Delivered+Fast delivery, fresh food"
"//ord_91708//Varun Dhamodar-110HSR Layout//Pooja Sharma*Pizza+3+/2/16/2023//Credit Card//Delivered+Fast delivery, fresh food"
//ord_91807//Pooja Patel-221BTM Layout//Manoj Singh*Paneer Tikka+1+/2/26/2023//Online Payment//Delivered+Good Service
"//ord_91906//Kriti Patel-227Whitefield//Anil Gupta*Veg Biryani+2+/7/29/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_92005//Deepak Sharma-197HSR Layout//Anil Gupta*Paneer Tikka+1+/11/22/2023//UPI//Delivered+On Time Delivery
//ord_92104//Tanvi Gupta-161BTM Layout//Manoj Singh*Masala Dosa+4+/6/20/2023//Online Payment//Delivered+On Time Delivery
"//ord_92203//Deepak Sharma-197HSR Layout//Divya Patel*Samosa+5+/5/26/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_92302//Pooja Patel-221BTM Layout//Ravi Tiwari*Chicken Curry+2+/8/8/2023//Credit Card//Delivered+Good Service
//ord_92401//Aryan Shah-113Jayanagar//Sneha Verma*Pav Bhaji+2+/8/29/2023//Online Payment//Delivered+Good Service
//ord_92500//Shreya Singh-268Marathahalli//Anil Gupta*Chicken Curry+2+/9/19/2023//Credit Card//Delivered+Good Service
//ord_92599//Rohan Patel-234Indiranagar//Sneha Verma*Burger+2+/7/23/2023//Credit Card//Delivered+On Time Delivery
"//ord_92698//Priya Singh-199Brigade Road//Divya Patel*Chicken Tikka+1+/1/18/2023//UPI//Delivered+Fast delivery, fresh food"
"//ord_92797//Sneha Jain-226HSR Layout//Anil Gupta*Noodles+1+/7/6/2023//COD//Delivered+Fast delivery, fresh food"
"//ord_92896//Naveen Kumar-265Koramangala//Anil Gupta*Samosa+5+/4/4/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_92995//Rahul Sharma-215MG Road//Not Assigned*Hakka Noodles+1+/6/7/2023//Online Payment//Cancelled+Payment Issues
//ord_93094//Priya Singh-199Brigade Road//Ravi Tiwari*Masala Dosa+1+/7/7/2023//COD//Delivered+Good Service
"//ord_93193//Tanvi Gupta-161BTM Layout//Siddharth Singh*Noodles+1+/4/4/2023//Online Payment//Delivered+Fast delivery, fresh food"
//ord_93292//Arjun Shah-155MG Road//Rajesh Kumar*Masala Dosa+1+/1/1/2023//COD//Delivered+Good Service
//ord_93391//Rohit Singh-165Indiranagar//Manoj Singh*Masala Dosa+1+/10/23/2023//COD//Delivered+On Time Delivery
//ord_93490//Priyanka Singh-242Koramangala//Ananya Reddy*Noodles+1+/2/8/2023//UPI//Cancelled+Delayed Delivery
//ord_93589//Akash Gupta-281Jayanagar//Divya Patel*Masala Dosa+2+/4/18/2023//Online Payment//Delivered+Good Service
//ord_93688//Nisha Gupta-116Koramangala//Not Assigned*Fish Curry+1+/12/18/2023//Credit Card//Cancelled+Payment Issues
//ord_93787//Tanvi Gupta-161BTM Layout//Manoj Singh*Chicken Fried Rice+4+/9/2/2023//COD//Delivered+On Time Delivery
"//ord_93886//Karan Sharma-216Marathahalli//Siddharth Singh*Chicken Curry+2+/4/6/2023//Online Payment//Delivered+Fast delivery, fresh food"
//ord_93985//Shreya Singh-268Marathahalli//Pooja Sharma*Chicken Curry+2+/12/12/2023//Online Payment//Delivered+Good Service
//ord_94084//Rohan Patel-234Indiranagar//Sneha Verma*Masala Dosa+4+/2/12/2023//Online Payment//Delivered+Good Service
"//ord_94183//Anjali Jain-288Malleswaram//Sneha Verma*Tandoori Chicken+3+/8/4/2023//Credit Card//Delivered+Fast delivery, fresh food"
//ord_94282//Raj Kapoor-218Malleswaram//Divya Patel*Sushi+1+/11/11/2023//UPI//Delivered+On Time Delivery
"//ord_94381//Venugopal V-231Koramangala//Divya Patel*Chicken Tikka+3+/10/12/2023//Credit Card//Delivered+Fast delivery, fresh food"
"//ord_94480//Anjali Jain-288Malleswaram//Pooja Sharma*Paneer Tikka+1+/4/17/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_94579//Pooja Patel-221BTM Layout//Ravi Tiwari*Chicken Fried Rice+2+/2/8/2023//Online Payment//Delivered+Good Service
"//ord_94678//Alice Jose-275Marathahalli//Sneha Verma*Butter Naan+6+/11/26/2023//COD//Delivered+Fast delivery, fresh food"
//ord_94777//Mithili Prakash-258BTM Layout//Siddharth Singh*Fish Curry+2+/11/16/2023//Online Payment//Delivered+On Time Delivery
"//ord_94876//Mithili Prakash-258BTM Layout//Ananya Reddy*Pizza+1+/11/22/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_94975//Sneha Jain-226HSR Layout//Sneha Verma*Chicken Curry+2+/2/10/2023//Online Payment//Delivered+Good Service
"//ord_95074//Aryan Shah-113Jayanagar//Ravi Tiwari*Masala Dosa+1+/5/28/2023//Credit Card//Delivered+Fast delivery, fresh food"
"//ord_95173//Alice Jose-275Marathahalli//Pooja Sharma*Pasta+2+/11/3/2023//Online Payment//Delivered+Fast delivery, fresh food"
//ord_95272//Aryan Shah-113Jayanagar//Ravi Tiwari*Chicken Tikka+1+/7/27/2023//COD//Delivered+On Time Delivery
//ord_95371//Kriti Patel-227Whitefield//Divya Patel*Pasta+2+/11/3/2023//Credit Card//Delivered+On Time Delivery
//ord_95470//Priya Singh-199Brigade Road//Pooja Sharma*Samosa+5+/12/16/2023//COD//Delivered+Good Service
//ord_95569//Aryan Shah-113Jayanagar//Divya Patel*Masala Dosa+1+/3/23/2023//UPI//Delivered+Good Service
"//ord_95668//Akash Gupta-281Jayanagar//Ananya Reddy*Burger+2+/9/23/2023//COD//Delivered+Fast delivery, fresh food"
"//ord_95767//Priya Singh-199Brigade Road//Rajesh Kumar*Sushi+1+/2/3/2023//Credit Card//Delivered+Fast delivery, fresh food"
//ord_95866//Rohit Singh-165Indiranagar//Ananya Reddy*Hakka Noodles+1+/5/16/2023//Online Payment//Delivered+Good Service
"//ord_95965//Raj Kapoor-218Malleswaram//Sneha Verma*Masala Dosa+1+/2/11/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_96064//Sneha Jain-226HSR Layout//Pooja Sharma*Noodles+1+/11/14/2023//COD//Delivered+On Time Delivery
//ord_96163//Nisha Gupta-116Koramangala//Ravi Tiwari*Sushi+1+/1/14/2023//Credit Card//Cancelled+Delayed Delivery
"//ord_96262//Pooja Patel-221BTM Layout//Manoj Singh*Chicken Biryani+2+/10/31/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_96361//Akash Gupta-281Jayanagar//Siddharth Singh*Chicken Biryani+2+/10/26/2023//Online Payment//Delivered+Good Service
//ord_96460//Akash Gupta-281Jayanagar//Anil Gupta*Chicken Fried Rice+2+/8/3/2023//Credit Card//Delivered+Good Service
//ord_96559//Sneha Jain-226HSR Layout//Divya Patel*Noodles+1+/4/7/2023//UPI//Delivered+On Time Delivery
//ord_96658//Naveen Kumar-265Koramangala//Not Assigned*Sushi+2+/5/16/2023//Online Payment//Cancelled+App Glitch
"//ord_96757//Tanvi Gupta-161BTM Layout//Sneha Verma*Hakka Noodles+1+/3/26/2023//COD//Delivered+Fast delivery, fresh food"
//ord_96856//Rohan Patel-234Indiranagar//Sneha Verma*Pav Bhaji+2+/7/17/2023//Online Payment//Delivered+Good Service
//ord_96955//Anjali Jain-288Malleswaram//Divya Patel*Noodles+1+/3/28/2023//COD//Delivered+On Time Delivery
//ord_97054//Akash Gupta-281Jayanagar//Rajesh Kumar*Butter Naan+4+/6/8/2023//Online Payment//Delivered+Good Service
"//ord_97153//Shreya Singh-268Marathahalli//Ravi Tiwari*Fish Biryani+2+/8/14/2023//Online Payment//Delivered+Fast delivery, fresh food"
//ord_97252//Akash Gupta-281Jayanagar//Rajesh Kumar*Samosa+5+/11/6/2023//COD//Delivered+Good Service
//ord_97351//Sneha Jain-226HSR Layout//Divya Patel*Chicken Fried Rice+2+/6/29/2023//Online Payment//Delivered+Good Service
//ord_97450//Anjali Jain-288Malleswaram//Divya Patel*Chicken Tikka+1+/8/14/2023//Online Payment//Delivered+On Time Delivery
"//ord_97549//Priya Singh-199Brigade Road//Siddharth Singh*Fish Curry+1+/5/8/2023//Credit Card//Delivered+Fast delivery, fresh food"
//ord_97648//Pooja Patel-221BTM Layout//Siddharth Singh*Burger+1+/4/3/2023//Online Payment//Delivered+Good Service
"//ord_97747//Pooja Patel-221BTM Layout//Divya Patel*Paneer Tikka+1+/8/8/2023//COD//Delivered+Fast delivery, fresh food"
//ord_97846//Rahul Sharma-215MG Road//Manoj Singh*Burger+1+/11/2/2023//UPI//Delivered+On Time Delivery
"//ord_97945//Shreya Singh-268Marathahalli//Manoj Singh*Paneer Tikka+1+/11/11/2023//COD//Delivered+Fast delivery, fresh food"
//ord_98044//Nisha Gupta-116Koramangala//Manoj Singh*Pizza+3+/5/6/2023//Online Payment//Delivered+Good Service
//ord_98143//Rohit Singh-165Indiranagar//Pooja Sharma*Paneer Tikka+1+/4/24/2023//UPI//Delivered+On Time Delivery
"//ord_98242//Shreya Singh-268Marathahalli//Sneha Verma*Chicken Biryani+2+/11/14/2023//COD//Delivered+Fast delivery, fresh food"
//ord_98341//Tanvi Gupta-161BTM Layout//Manoj Singh*Masala Dosa+4+/12/23/2023//UPI//Delivered+Good Service
//ord_98440//Priya Singh-199Brigade Road//Pooja Sharma*Chicken Tikka+1+/2/2/2023//UPI//Delivered+On Time Delivery
//ord_98539//Kriti Patel-227Whitefield//Manoj Singh*Tandoori Chicken+3+/8/28/2023//UPI//Delivered+Good Service
//ord_98638//Pooja Patel-221BTM Layout//Anil Gupta*Pizza+3+/2/10/2023//UPI//Delivered+Good Service
//ord_98737//Karan Sharma-216Marathahalli//Manoj Singh*Fish Curry+2+/12/4/2023//Credit Card//Delivered+On Time Delivery
//ord_98836//Nisha Gupta-116Koramangala//Not Assigned*Pav Bhaji+2+/2/24/2023//Credit Card//Cancelled+Payment Issues
"//ord_98935//Rohan Patel-234Indiranagar//Ravi Tiwari*Hakka Noodles+1+/12/11/2023//COD//Delivered+Fast delivery, fresh food"
//ord_99034//Varun Dhamodar-110HSR Layout//Divya Patel*Chicken Biryani+4+/10/18/2023//Credit Card//Delivered+On Time Delivery
"//ord_99133//Varun Dhamodar-110HSR Layout//Ananya Reddy*Fish Curry+2+/10/5/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_99232//Sneha Jain-226HSR Layout//Manoj Singh*Sushi+1+/8/10/2023//COD//Delivered+Good Service
//ord_99331//Nisha Gupta-116Koramangala//Sneha Verma*Butter Chicken+3+/2/7/2023//Credit Card//Delivered+Good Service
"//ord_99430//Priya Singh-199Brigade Road//Anil Gupta*Samosa+5+/9/1/2023//Online Payment//Delivered+Fast delivery, fresh food"
//ord_99529//Rahul Sharma-215MG Road//Divya Patel*Chicken Tikka+1+/10/7/2023//UPI//Delivered+Good Service
"//ord_99628//Raj Kapoor-218Malleswaram//Ravi Tiwari*Chicken Biryani+2+/4/24/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_99727//Deepak Sharma-197HSR Layout//Ravi Tiwari*Veg Biryani+2+/1/7/2023//UPI//Delivered+On Time Delivery
"//ord_99826//Venugopal V-231Koramangala//Divya Patel*Chicken Tikka+3+/12/1/2023//Credit Card//Delivered+Fast delivery, fresh food"
//ord_99925//Rohit Singh-165Indiranagar//Rajesh Kumar*Veg Biryani+2+/12/3/2023//Credit Card//Delivered+On Time Delivery
//ord_20024//Rahul Sharma-215MG Road//Not Assigned*Chicken Biryani+2+/2/6/2023//Online Payment//Cancelled+High Delivery Fees
"//ord_20125//Rohit Singh-165Indiranagar//Rajesh Kumar*Sushi+1+/12/16/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_20226//Rahul Sharma-215MG Road//Not Assigned*Masala Dosa+1+/8/21/2023//Online Payment//Cancelled+App Glitch
//ord_20327//Naveen Kumar-265Koramangala//Divya Patel*Fish Curry+1+/4/11/2023//COD//Delivered+Good Service
"//ord_20428//Rahul Sharma-215MG Road//Anil Gupta*Pizza+3+/10/29/2023//Credit Card//Delivered+Fast delivery, fresh food"
//ord_20529//Kriti Patel-227Whitefield//Anil Gupta*Noodles+1+/8/29/2023//Online Payment//Delivered+Good Service
//ord_20630//Nisha Gupta-116Koramangala//Ananya Reddy*Chicken Curry+2+/9/18/2023//UPI//Cancelled+Change in Plans
//ord_20731//Nisha Gupta-116Koramangala//Not Assigned*Paneer Tikka+1+/4/21/2023//Credit Card//Cancelled+App Glitch
//ord_20832//Shreya Singh-268Marathahalli//Divya Patel*Chicken Fried Rice+2+/7/24/2023//Credit Card//Delivered+Good Service
"//ord_20933//Shreya Singh-268Marathahalli//Ananya Reddy*Butter Naan+4+/3/7/2023//Online Payment//Delivered+Fast delivery, fresh food"
//ord_21034//Sneha Jain-226HSR Layout//Manoj Singh*Pizza+3+/5/2/2023//COD//Delivered+On Time Delivery
"//ord_21135//Tanvi Gupta-161BTM Layout//Siddharth Singh*Noodles+1+/12/21/2023//Credit Card//Delivered+Fast delivery, fresh food"
//ord_21236//Anjali Jain-288Malleswaram//Ravi Tiwari*Chicken Fried Rice+2+/10/20/2023//UPI//Delivered+Good Service
//ord_21337//Tanvi Gupta-161BTM Layout//Ravi Tiwari*Butter Chicken+3+/1/25/2023//Online Payment//Delivered+On Time Delivery
//ord_21438//Raj Kapoor-218Malleswaram//Anil Gupta*Veg Biryani+2+/1/26/2023//COD//Delivered+On Time Delivery
//ord_21539//Raj Kapoor-218Malleswaram//Siddharth Singh*Butter Naan+4+/8/11/2023//Credit Card//Delivered+Good Service
"//ord_21640//Akash Gupta-281Jayanagar//Manoj Singh*Fish Curry+1+/10/28/2023//Online Payment//Delivered+Fast delivery, fresh food"
"//ord_21741//Sneha Jain-226HSR Layout//Siddharth Singh*Pizza+3+/5/15/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_21842//Arjun Shah-155MG Road//Not Assigned*Tandoori Chicken+3+/7/19/2023//Credit Card//Cancelled+App Glitch
//ord_21943//Raj Kapoor-218Malleswaram//Rajesh Kumar*Fish Biryani+2+/11/4/2023//UPI//Delivered+Good Service
//ord_22044//Rohit Singh-165Indiranagar//Manoj Singh*Chicken Curry+2+/10/16/2023//Online Payment//Delivered+On Time Delivery
//ord_22145//Neha Patel-104Whitefield//Not Assigned*Paneer Tikka+1+/2/8/2023//Credit Card//Cancelled+High Delivery Fees
//ord_22246//Reenu Raj-129Malleswaram//Rajesh Kumar*Chicken Biryani+2+/12/1/2023//COD//Delivered+Good Service
//ord_22347//Meera Nandhana-153Whitefield//Divya Patel*Fish Curry+2+/5/23/2023//Online Payment//Delivered+Good Service
"//ord_22448//Arpana P -286Jayanagar//Anil Gupta*Chicken Tikka+1+/2/23/2022//UPI//Delivered+Fast delivery, fresh food"
//ord_22549//Manohar Joshy-279Marathahalli//Sneha Verma*Butter Naan+6+/8/13/2023//Credit Card//Delivered+Good Service
//ord_22650//Radha S-178Koramangala//Rajesh Kumar*Butter Chicken+1+/4/20/2023//Credit Card//Delivered+Good Service
"//ord_22751//Prithvi Singhaniya-290HSR Layout//Siddharth Singh*Tandoori Chicken+1+/8/23/2023//Online Payment//Delivered+Fast delivery, fresh food"
//ord_22852//Arpana P -286Jayanagar//Manoj Singh*Burger+2+/8/18/2022//Online Payment//Delivered+Good Service
"//ord_22953//Manohar Joshy-279Marathahalli//Divya Patel*Chicken Fried Rice+3+/10/4/2023//UPI//Delivered+Fast delivery, fresh food"
//ord_23054//Rehana Hussain-203BTM Layout//Sneha Verma*Chicken Biryani+4+/6/14/2023//Online Payment//Delivered+Good Service
"//ord_23155//Rahul Raj-212Malleswaram//Divya Patel*Pasta+2+/6/22/2023//Credit Card//Delivered+Fast delivery, fresh food"
//ord_23256//Kumar Prabhu-205Indiranagar//Manoj Singh*Noodles+3+/2/22/2023//COD//Delivered+Good Service
//ord_23357//Reenu Raj-129Malleswaram//Divya Patel*Veg Biryani+2+/11/22/2023//UPI//Delivered+Good Service
"//ord_23458//Arpana P -286Jayanagar//Anil Gupta*Tandoori Chicken+1+/2/8/2022//Online Payment//Delivered+Fast delivery, fresh food"
//ord_23559//Manohar Joshy-279Marathahalli//Ravi Tiwari*Butter Chicken+1+/11/7/2023//COD//Delivered+Good Service
//ord_23660//Rohit Singh-165Indiranagar//Siddharth Singh*Burger+1+/8/5/2023//UPI//Cancelled+Delayed Delivery
//ord_23761//Nisha Gupta-116Koramangala//Ravi Tiwari*Paneer Tikka+1+/5/2/2023//Credit Card//Cancelled+Change in Plans
//ord_23862//Nisha Gupta-116Koramangala//Siddharth Singh*Hakka Noodles+1+/6/27/2023//Credit Card//Cancelled+Delayed Delivery
//ord_23963//Priya Singh-199Brigade Road//Rajesh Kumar*Paneer Tikka+1+/11/12/2023//Online Payment//Delivered+Good Service
//ord_24064//Arjun Shah-155MG Road//Divya Patel*Burger+1+/1/1/2023//Credit Card//Delivered+Good Service
//ord_24165//Naveen Kumar-265Koramangala//Not Assigned*Chicken Tikka+1+/7/17/2023//Credit Card//Cancelled+Payment Issues
//ord_24266//Deepak Sharma-197HSR Layout//Anil Gupta*Hakka Noodles+1+/8/7/2023//Online Payment//Delivered+On Time Delivery
//ord_24367//Rohit Singh-165Indiranagar//Pooja Sharma*Sushi+1+/11/24/2023//Online Payment//Cancelled+Change in Plans
//ord_24468//Anjali Jain-288Malleswaram//Not Assigned*Sushi+1+/7/10/2023//Online Payment//Cancelled+Payment Issues
//ord_24569//Nisha Gupta-116Koramangala//Ananya Reddy*Samosa+5+/2/14/2023//UPI//Cancelled+Delayed Delivery
//ord_24670//Rohan Patel-234Indiranagar//Not Assigned*Burger+2+/3/5/2023//UPI//Cancelled+Payment Issues
